rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:2V4A1lYgPT5gjffHHnXwP3,Omer Adam,קאקדילה,P.A.I LTD,1,1,2,160607,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",קאקדילה
2,spotify:track:26ffnwQVV4votOweWSwpeN,Narkis,הולכת איתך,session42,2,4,29,130977,Narkis,['israeli pop'],הולכת איתך
3,spotify:track:1r9xUipOqoNwggBpENDsvJ,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,KIDinaKORNER/Interscope Records,3,5,11,129071,Imagine Dragons,"['modern rock', 'pop', 'rock']",Enemy (with JID) [from the series Arcane League of Legends]
4,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,3,27,128767,The Kid LAROI,['australian hip hop'],F*CK LOVE 3: OVER YOU
5,spotify:track:2liUMhNvpAxRNVAGnz8jNJ,"Static & Ben El, Netta",אפס מאמץ,Mobile1 Music,1,2,28,127642,Static & Ben El,"['israeli pop', 'jewish pop']",שבעה ירחים
6,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,5,6,50,117210,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels)
7,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,7,7,21,112336,Farruko,"['reggaeton', 'trap latino', 'urbano latino']",La 167
8,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,8,14,8,109226,GAYLE,"['alt z', 'modern alternative pop']",abcdefu
9,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,1,8,25,107859,Lil Nas X,['lgbtq+ hip hop'],MONTERO
10,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,10,4,104959,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
11,spotify:track:1KszHjECoMXM3d5y31ZRVl,"Osher Cohen, Noa Kirel",רעשים,A.M Music Productions LTD / P.A.I LTD / Noa Kirel under exclusive license to D-Music,10,17,5,102113,Osher Cohen,['israeli mediterranean'],רעשים
12,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,12,20,7,102079,אודיה,['israeli pop'],אם הייתי צריכה
13,spotify:track:2Xr1dTzJee307rmrkt8c0g,CKay,love nwantiti (ah ah ah),Chocolate City Music,4,11,17,101409,CKay,"['afro r&b', 'afrobeats']",CKay The First
14,spotify:track:6SuC1LItQ9V9SjET2EvvtD,"Agam Buhbut, Shahar Saul",באתי להציל אותך,2021 ZI Productions BY PIL LTD,14,15,11,99545,Agam Buhbut,['israeli mediterranean'],באתי להציל אותך
15,spotify:track:6jMCb4UpIBjmiKf6EwVK8u,Omer Adam,חצי דפוק,P.A.I LTD,3,13,24,96940,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",3
16,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,2,12,13,96528,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",30
17,spotify:track:5STI4AAzr3uMvdpx4wUSGr,Omer Adam,חורף באוטו,P.A.I LTD,3,9,11,94038,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חורף באוטו
18,spotify:track:5j36y0eeE3I7kCBYIsKqBF,Eden Ben Zaken,מה קרה,Sarit Productions LTD / Helicon Aroma Music Ltd. under exclusive license to D-Music,18,37,2,93170,Eden Ben Zaken,"['israeli mediterranean', 'israeli pop']",מה קרה
19,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,Atlantic Records UK,6,16,29,92049,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=
20,spotify:track:7rglLriMNBPAyuJOMGwi39,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,13,18,19,91609,Elton John,"['glam rock', 'mellow gold', 'piano rock', 'rock']",The Lockdown Sessions
21,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,21,23,6,88395,Jasmin Moallem,['israeli pop'],יחפים
22,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,Atlantic Records UK,14,19,18,86660,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",=
23,spotify:track:3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,22,70,85086,Marina Maximilian,['israeli pop'],ביחד
24,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,24,-1,1,84874,Anna Zak,['israeli pop'],לך לישון
25,spotify:track:4F5i9rkN4DBMysvhzzEHoh,"Eden Ben Zaken, Eden Hason",פילטרים יפים,Sarit Productions LTD / A.M Music Productions LTD under exclusive license to D-Music,15,21,6,82470,Eden Ben Zaken,"['israeli mediterranean', 'israeli pop']",פילטרים יפים
26,spotify:track:1nH2PkJL1XoUq8oE6tBZoU,The Weeknd,Sacrifice,XO / Republic Records,26,-1,1,77410,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",Dawn FM
27,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,Kemosabe Records/RCA Records,9,24,23,76977,Doja Cat,"['dance pop', 'pop']",Planet Her
28,spotify:track:1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Infinity,Atlantic Records,28,49,6,74693,Jaymes Young,['indie poptimism'],Feel Something
29,spotify:track:66iaD8MCoVnBtqUhuzdglT,Ran Danker,בית משוגעים,NMC United Entertainment Ltd.,1,25,45,72145,Ran Danker,"['festigal', 'israeli pop']",בית משוגעים
30,spotify:track:20on25jryn53hWghthWWW3,"ACRAZE, Cherish",Do It To It,"Thrive Music, LLC",30,48,9,69477,ACRAZE,"['pop dance', 'tech house']",Do It To It
31,spotify:track:2Xl1BmPcZakzag2gIRs06i,Eyal Golan,דפוק עם תעודות,Liam Productions under exclusive license to D-Music,31,46,3,68673,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",דפוק עם תעודות
32,spotify:track:6sADtPKtORAMZP3GQhOsHv,Ishay Ribo,סיבת הסיבות,2021 Ishay Ribo BY PIL LTD,8,28,46,68026,Ishay Ribo,['israeli pop'],סיבת הסיבות
33,spotify:track:4qAHhdpiGcbzqwjqmwuXwj,Raviv Kaner,רסיסים,Tedy Productions under exclusive license to D-Music,1,30,77,65913,Raviv Kaner,['israeli pop'],רסיסים
34,spotify:track:6J8hw9Lcrp3zxk9J7s5RmH,Itay Levi,אני כבר לא בך,Mobile1 Music,31,32,4,65745,Itay Levi,"['israeli mediterranean', 'mizrahi']",אני כבר לא בך
35,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,33,34,5,65574,Eden Hason,['israeli mediterranean'],מה פספסתי
36,spotify:track:0w4e9A0KryKlPySPdyZQDC,"NOROZ, Ido B & Zooki",מגבת באוויר,NOROZ under exclusive license to D-Music,9,26,19,65372,NOROZ,"['israeli hip hop', 'israeli trap']",מרגיש מוגזם
37,spotify:track:4Ow0gCGxYfOcyiCuZOt9mp,Avraham Tal,שבוע טוב,Digistage,17,31,83,64195,Avraham Tal,['israeli pop'],שבוע טוב
38,spotify:track:3A9gSVar0MgHpO86WXeSW9,Itay Levi,הטעות הכי יפה,Mobile1 Music,16,39,33,64103,Itay Levi,"['israeli mediterranean', 'mizrahi']",הטעות הכי יפה
39,spotify:track:0Cq5UOSrvfzJN5pUWx8Prb,Ran Danker,השמלה החדשה שלי,NMC United Entertainment Ltd.,26,35,12,64077,Ran Danker,"['festigal', 'israeli pop']",השמלה החדשה שלי
40,spotify:track:686FdlEzrYCttdUAFByYhI,Eden Hason,לא מרגיש טוב,Mobile1 Music,29,41,7,63775,Eden Hason,['israeli mediterranean'],לא מרגיש טוב
41,spotify:track:1SC5rEoYDGUK4NfG82494W,Lil Nas X,MONTERO (Call Me By Your Name),Columbia,1,27,42,63549,Lil Nas X,['lgbtq+ hip hop'],MONTERO
42,spotify:track:16tcNezkJ5VETVDVC4m7gj,Mergui,לא להיות לבד,Mobile1 Music,17,36,12,62437,Mergui,['israeli pop'],לא להיות לבד
43,spotify:track:7rNA5Jwu23g7PaXcMwfLdq,Eden Hason,מדליקה לי הכל,Mobile1 Music,7,33,11,60812,Eden Hason,['israeli mediterranean'],אלבום 2
44,spotify:track:68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,40,64,60803,Eden Hason,['israeli mediterranean'],אלבום 2
45,spotify:track:0XQ39JCh0I9tsKEmwMEH5F,Eliad,אין מאושר ממני,Eliad / Or Mermelstein under exclusive license to D-Music,29,45,9,59777,Eliad,['israeli pop'],מסע
46,spotify:track:2gQPv5jvVPqU2a9HhMNO1v,BoyWithUke,Toxic,Republic Records,28,44,13,59263,BoyWithUke,['sad rap'],Toxic
47,spotify:track:5e4PVtYVBu9BpJVhmQhIvS,Hanan Ben Ari,שמש,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,26,38,123,58941,Hanan Ben Ari,['israeli pop'],שמש
48,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,Columbia,18,42,17,58195,Lil Nas X,['lgbtq+ hip hop'],MONTERO
49,spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,Olivia Rodrigo PS,2,43,35,54731,Olivia Rodrigo,['pop'],SOUR
50,spotify:track:7lwBfnN8IVlP6WW702pGH0,"Omer Adam, Tuna",סחרחורת & בדד,P.A.I LTD \ איתי זבולון,7,29,17,54499,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סחרחורת & בדד
